desc,gpt4
erythrocyte asat,0.1
core,0.0
french republic,0.0
analysis date,0.0
dietary supplement,0.1
either,0.85
centrifugal,0.0
collagen-adp,0.1
art theft,0.0
anti-rollback,0.0
aggregometer,0.05
acidurique,0.1
hr comment,0.0
analgesic class,0.1
patent ratio,0.0
biomnis,0.0
state,0.0
aspirin ttt,0.25
globular resistance,0.05
redox,0.0
analysis choice,0.85
anti-riot,0.0
high-sensitivity c-reactive protein,0.65
anti-spam,0.0
jo-1 assay,0.85
radiation exposure,0.0
retinoblastoma,0.0
"fabrication of a rigid immobilization device for the forearm, wrist, and/or hand not including the elbow",0.25
anti-c,0.25
achr and/or musk antibodies,0.2
"reactions - complications, no reported accident - radiological procedure and radiotherapy",0.05
farr test,0.1
acc research (la),0.0
achondroplasia fgfr,0.0
"severe acute respiratory syndrome [sars], unspecified",0.0
gouty nephropathy,0.1
ir(t),0.0
residual disease,0.1
arthropathy in ulcerative colitis (k51-$) - ankle and foot joints,0.1
radial head resection by arthrotomy,0.3
anti-jo1 antibodies,0.75
rubella igg,0.05
urethritis in diseases classified elsewhere,0.05
anti-jo1 antibodies (e),0.75
wrist arthrography,0.25
anti-rp11 antibodies,0.65
hydrocortisone topical product,0.2
medrol,0.75
methylprednisolone 62.5 mg/ml injectable solution,0.75
prednisone 5 mg oral tablet,0.75
methylprednisolone 125 mg injection,0.75
prednisone 50 mg oral tablet,0.75
solu-medrol,0.75
prednisone 10 mg oral tablet,0.75
fluocinolone topical product,0.2
"first-line treatment of cases requiring technical procedures (intravenous infusion, oxygen administration, cardio-respiratory resuscitation care, etc.) and prolonged presence of the physician (outside of a healthcare facility) in the following situations: - respiratory distress; - cardiac distress; - allergic distress; - acute state of agitation; - status epilepticus; - traumatic distress.",0.05
mediastinal lymph node dissection supplement during pneumonectomy or lobectomy,0.0
cd20 mm,0.1
cd45+cd14+ normalcontrol percent,0.05
cd45+cd14+ percent,0.1
cd3+ti gb  mm,0.05
ra + cd62l + cd8 percent,0.25
cd45ro+cd3 percent,0.1
ra+cd62l+cd4 normal control percent,0.25
patient percent lymphs,0.1
1 ml dexamethasone phosphate 4 mg/ml injection,0.75
monocytes percentage,0.1
total protein,0.1
lymphocytes percentage,0.1
Monocytes/100 cells,0.1
Basophils/100 cells,0.05
absolute neutrophil count,0.1
"nitrazepam - mogadon, 5 mg scored tablet",0.0
midazolam 1 mg/ml injectable solution,0.0
2 ml midazolam 1 mg/ml injection,0.0
temazepam 15 mg oral capsule,0.05
midazolam 5 mg/ml injectable solution,0.0
estazolam,0.0
"havlane 1 mg, tablet",0.1
"rohypnol 1 mg, tablets",0.0
"lormetazepam 2 mg (arrow lab), scored tablets",0.0
proparacaine,0.0
"oxybuprocaine, 1.6 mg single-dose eye drops",0.0
fluorescein / proparacaine,0.0
lidocaine / prilocaine topical product,0.1
dibucaine 0.01 mg/mg topical ointment,0.1
nitroglycerin,0.0
isosorbide dinitrate,0.0
10 ml diltiazem hydrochloride 5 mg/ml injection,0.0
diltiazem,0.0
nitroglycerin 0.3 mg sublingual tablet,0.0
nitrostat,0.0
diltiazem hydrochloride 30 mg oral tablet,0.05
diltiazem hydrochloride 90 mg oral tablet,0.05
24 hr diltiazem hydrochloride 240 mg extended release oral capsule,0.05
nitroglycerin 0.4 mg sublingual tablet,0.05
nitro-bid,0.0
25 ml diltiazem hydrochloride 5 mg/ml injection,0.0
24 hr diltiazem hydrochloride 180 mg extended release oral capsule,0.05
diltiazem hydrochloride 60 mg oral tablet,0.05
24 hr diltiazem hydrochloride 120 mg extended release oral capsule,0.05
5 ml diltiazem hydrochloride 5 mg/ml injection,0.0
tiazac,0.0
isosorbide dinitrate 10 mg oral tablet,0.0
isosorbide dinitrate 20 mg oral tablet,0.0
diltiazem hydrochloride 5 mg/ml injection,0.05
250 ml nitroglycerin 0.4 mg/ml injection,0.0
"altim 3.75 mg/1.5 ml, srg",0.1
prednisone 2.5 mg oral tablet,0.75
acetaminophen / butalbital / caffeine,0.05
acetaminophen / tramadol,0.25
acetaminophen 325 mg / butalbital 50 mg / caffeine 40 mg oral tablet,0.1
acetaminophen / caffeine,0.05
suac external,0.0
hemoglobin a1c,0.1
manual differential comment,0.05
bortezomib,0.05
atrioventricular [av] block,0.05
toxic multinodular goiter,0.0
congenital anomalies of great vessels,0.0
coagulation defects,0.1
hemorrhagic disorder due to intrinsic circulating anticoagulants,0.05
Methadone.long acting metabolite,0.1
hyperaldosteronism,0.05
prothrombin time (pt),0.1
yohimbine,0.05
"pelvic inflammatory disease, nos",0.0
tenofovir,0.0
generalized convulsive epilepsy,0.0
oxybate,0.0
ammonia,0.0
melatonin,0.05
atazanavir,0.0
24-hour urine output,0.1
partial epilepsy,0.0
disorders of penis,0.0
iron binding capacity,0.05
supplement for radiological examination of the gallbladder and bile ducts and/or pancreatic during a diagnostic or therapeutic procedure,0.0
cocaine,0.0
=nafcillin,0.0
prob,0.0
ndc required ,0.0
"other vascular catheterization, not heart",0.05
diagnostic spinal tap,0.1
conversion of cardiac rhythm,0.0
embolectomy and endarterectomy of lower limbs,0.05
"diagnostic cardiac catheterization, coronary arteriography",0.0
"endarterectomy, vessel of head and neck",0.05
"hysterectomy, abdominal and vaginal",0.0
other diagnostic cardiovascular procedures,0.05
"treatment, facial fracture or dislocation",0.0
small bowel resection,0.05
extracorporeal circulation auxiliary to open heart procedures,0.0
other non-or therapeutic procedures on respiratory system,0.05
diagnostic bronchoscopy and biopsy of bronchus,0.0
bone marrow biopsy,0.1
gastric bypass and volume reduction,0.0
other non-or therapeutic procedures of urinary tract,0.0
blood transfusion,0.05
other or procedures on vessels of head and neck,0.1
other or therapeutic procedures on skin and breast,0.05
alcohol and drug rehabilitation/detoxification,0.0
colonoscopy and biopsy,0.05
other or heart procedures,0.05
"insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator",0.0
ileostomy and other enterostomy,0.05
percutaneous transluminal coronary angioplasty (ptca),0.0
proctoscopy and anorectal biopsy,0.0
heart valve procedures,0.05
endoscopic retrograde cannulation of pancreas (ercp),0.0
"tracheostomy, temporary and permanent",0.0
bone marrow transplant,0.1
cholecystectomy and common duct exploration,0.0
cholecalciferol 0.025 mg oral tablet,0.1
red blood cell concentrate transfusion of a volume less than half a blood mass,0.05
"bilateral total arthrectomy and/or posterior osteotomy for rigid spinal deformity with arthrodesis, instrumental correction, and anterior transpedicular osteotomy, on 6 to 9 vertebrae, via posterior approach",0.1
miconazole,0.0
abdominal paracentesis,0.05
nordiazepam,0.05
lactate dehydrogenase,0.1
iron,0.05
other or upper gi therapeutic procedures,0.05
base excess,0.05
alpha-1-fetoprotein,0.05
peritoneal dialysis,0.05
choriogonadotropin (pregnancy test),0.0
aldosterone,0.05
immunoglobulin light chains.kappa/immunoglobulin light chains.lambda,0.1
color,0.0
prolactin,0.05
granular casts,0.05
osmolality,0.05
choriogonadotropin.beta subunit (pregnancy test),0.0
thyrotropin,0.05
25-hydroxyvitamin d3,0.1
thyroxine,0.0
thyroxine free,0.05
other therapeutic procedures,0.25
cortisol 30 min,0.1
ionized calcium poct,0.05
beta 2 globulin/protein.total,0.1
cortisol 90 (do not order alone),0.1
albumin/protein.total,0.1
gamma globulin/protein.total,0.1
blood gas analysis supplement during level 3 pulmonary function testing,0.05
catheterization and injection of radiological contrast agent into the lacrimal ducts supplement,0.05
supplement for histopathological diagnosis of tumor lesions,0.0
multiple cesarean delivery supplement,0.0
cardiology package level 1,0.0
ultrasound guidance,0.2
digital archiving supplement for a mammography or a ct or mri scan,0.0
supplement for intrauterine injection of radiological contrast agent or medicinal substance,0.0
supplement for the use of custom and focused caches,0.0
contrast media supplement for intrathecal injection,0.05
intensive care level 2 package,0.0
micturating study supplement during a urethrocystography,0.0
"microscopic examination (bacterial smear, culture, toxicology)",0.1
generic code,0.0
miscellaneous,0.1
laboratory comment,0.0
Prealbumin/Protein.total,0.05
ancillary services,0.1
methylprednisolone 40 mg injection,0.75
pump/other vendor,0.0
teduglutide,0.0
class,0.0
tetanus immune globulin,0.01
major depressive disorder,0.05
prophylaxis,0.1
trimeprazine,0.1
prednisone 1 mg oral tablet,0.75
prednisone 20 mg oral tablet,0.75
adverse effect: inhaled anesthetics,0.05
anti-natalizumab antibodies,0.1
diclofenac topical,0.85
proliferative glomerulonephritis,0.1
losartan,0.1
hydrochlorothiazide,0.05
aminosalicylic acid,0.05
tpmt therapeutics,0.2
trimethoprim+sulfamethoxazole,0.0
bismuth subcitrate / metronidazole / tetracycline,0.0
tpmt enzyme activity,0.1
boric acid,0.0
covid ibd prot day 0,0.05
micro-guard,0.0
acetic acid / antipyrine / benzocaine / policosanol otic product,0.0
ciprofloxacin ophthalmic product,0.01
miconazole topical product,0.0
miconazole nitrate 0.02 mg/mg topical powder,0.0
ciprofloxacin 500 mg oral tablet,0.0
zeasorb,0.0
mitrazol,0.1
cipro,0.0
200 ml ciprofloxacin 2 mg/ml injection,0.0
miconazole nitrate 20 mg/ml topical cream,0.0
ofloxacin ophthalmic product,0.0
plan summary,0.0
titanium,0.0
sodium iodide,0.0
glycopyrrolate,0.01
hepatomegaly,0.1
caffeine,0.0
minoxidil,0.05
fluocinolone / hydroquinone / tretinoin,0.0
eflornithine,0.05
postmenopausal atrophic vaginitis,0.05
fusarium moniliforme ige,0.0
varicose veins of lower extremity,0.05
eastern white pine (pinus strobus) ige,0.05
common ragweed (ambrosia elatior) ige,0.05
willow (salix caprea) ige,0.05
goose feather ige,0.05
american sycamore (platanus occidentalis) ige,0.05
venlafaxine,0.05
botrytis cinerea ige,0.0
deprecated vldlc serpl-mcnc,0.0
mite dust ige,0.05
lipoprotein.beta,0.0
fluticasone / salmeterol,0.0
candida albicans ige,0.05
tinnitus,0.0
other non-epithelial cancer of skin,0.0
elevated blood pressure reading without diagnosis of hypertension,0.05
laboratory - chemistry and hematology,0.1
other nonmalignant breast conditions,0.0
sprains and strains of back and neck,0.05
prostate-specific antigen,0.0
sebaceous cyst,0.01
suppurative and unspecified otitis media,0.0
sleep related movement disorders,0.05
meniere's disease,0.0
lipoma,0.0
abnormal weight gain,0.2
tension headache,0.05
lump or mass in breast,0.0
hydrocod_5mg/acetaminoph_500mg_tab_4pk,0.1
consult / referral to integrative medicine,0.25
use_tubing_with_filter;,0.0
hydromorphone,0.1
"1ml syringe  mis 28gx1/2""",0.0
medical match notes and comments,0.95
ropivacaine0.2%550mlnerveblockambpump,0.05
medical match summary,0.95
borrelia burgdorferi igg,0.05
acquired absence of hip joint,0.1
cohgb,0.05
sulfadiazine,0.1
fiber therapy 500mg capl,0.05
naratriptan,0.01
consult / referral to aqua therapy,0.25
imipramine,0.1
ampar 1 ab,0.1
ampar2 ab,0.1
nmdar subunit 1 ab,0.05
consult / referral to epidural steroid injection,0.25
niva-plus    tab,0.1
borrelia burgdorferi igg band pattern,0.05
"overexertion from strenuous movement or load, initial encounter",0.1
borrelia burgdorferi igm band pattern,0.05
norhydrocodone,0.1
consult / referral to aquatic program,0.25
aerochamber,0.0
number of tubes,0.0
difluprednate ophthalmic product,0.1
cromolyn,0.05
jo-1 extractable nuclear igg,0.85
tissue transglutaminase iga,0.05
platelet mean volume,0.1
erythrocyte mean corpuscular hemoglobin,0.1
erythrocyte mean corpuscular volume,0.1
"melanomas of skin, dx or hx",0.0
urinary incontinence,0.05
other chronic nonalcoholic liver disease,0.05
bariatric surgery,0.05
"paroxysmal tachycardia, unspecified",0.0
"epilepsy, recurrent seizures, convulsions",0.0
screening for infectious and parasitic diseases,0.05
allergic reaction to food,0.0
secondary hypothyroidism,0.1
abnormality of gait,0.65
deep vein thrombosis [dvt],0.1
shortness of breath,0.2
congestive heart failure (chf) nos,0.05
heart failure with reduced ef [systolic or combined heart failure],0.05
screening for other diseases and disorders,0.1
cardiac pacemaker/device in situ,0.05
chronic renal failure [ckd],0.1
screening for malignant neoplasms,0.0
syncope and collapse,0.05
acquired absence of organs,0.05
abnormal electrocardiogram [ecg] [ekg],0.05
1 ml morphine sulfate 4 mg/ml injection,0.1
citalopram 20 mg oral tablet,0.1
hyaline casts,0.05
polyethylene glycol 3350 17000 mg powder for oral solution,0.0
sexuality / reproductive problems,0.1
accidents occurring in unspecified place,0.0
lorazepam 1 mg oral tablet,0.05
visual / hearing deficit,0.05
dialysis patient,0.05
renal epithelial cells,0.05
tobacco use disorder,0.05
living situation,0.0
edta hold,0.0
insulin pump user,0.0
other specified cardiac dysrhythmias,0.05
"creatine kinase, mb isoenzyme",0.05
metronidazole 500 mg oral tablet,0.0
knee x-ray with 3 or 4 views,0.3
rabeprazole,0.05
omeprazole,0.0
polyclonal hypergammaglobulinemia,0.3
chronic venous insufficiency [cvi],0.05
nontoxic uninodular goiter,0.0
"excision of a synovial cyst or a serous bursa of the ankle or foot, by direct approach",0.25
thyrotoxicosis with or without goiter,0.05
"zoledronic acid (generic aclasta), 5 mg/100 ml injection",0.1
malignant neoplasm of female breast,0.0
nerve root lesions,0.1
free cortisol,0.1
alpha 2 globulin/protein.total,0.1
residual volume measurement supplement during standard spirometry,0.05
other diagnostic ultrasound,0.1
control or surveillance ultrasound of fetal or maternal pregnancy pathology during a singleton pregnancy,0.0
"single breath, rebreathing, or breath-hold carbon monoxide transfer measurement in the steady state",0.05
"ultrasound and/or doppler ultrasound for monitoring or surveillance of pathology of one or two intra-abdominal and/or intrapelvic organs, or peripheral vessels",0.1
"imaging for interventional radiology or interventional cardiology procedure level 12, performed in an imaging room",0.05
"supplement for intraoperative harvesting of saphenous vein autograft for femoropopliteal bypass, femorotibial bypass, or femoroperoneal bypass",0.0
subfascial subcutaneous injection of autologous adipose tissue in the face,0.05
supplement for intravascular injection of radiological contrast agent during lower limb bypass surgery,0.0
"imaging for interventional radiology or interventional cardiology procedure level 5, performed in an imaging room",0.05
"imaging for interventional radiology or interventional cardiology procedure level 11, performed in an imaging room",0.05
supplement for electrocardiography performed at the patient's home,0.0
irradiation in cyclotron therapy by accelerator in fractions of 2 grays for beams of 5 to 7.9 mev,0.01
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 12 grays for beams of 17 to 24.9 mev,0.05
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 2 grays for beams of 5 to 7.9 mev,0.05
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 20 centigrays for beams of 5 to 7.9 mev,0.05
contact radiotherapy treatment protocol for malignant disease,0.0
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 20 grays for beams of 5 to 7.9 mev,0.05
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 1.4 grays for beams of 8 to 16.9 mev,0.05
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 12 centigrays for beams of 17 to 24.9 mev,0.05
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 1.2 grays for beams of 17 to 24.9 mev,0.05
ovulation induction with gonadotropins followed by artificial insemination or in vitro fertilization,0.0
irradiation in cyclotron therapy by accelerator in fractions of 20 centigrays for beams of 5 to 7.9 mev,0.05
"imaging for interventional radiology or interventional cardiology procedure level 1, performed in an imaging room",0.05
"imaging for interventional radiology or interventional cardiology procedure level 17, performed in an imaging room",0.05
irradiation of less than 300 cm² in fixed fields by telecobalt per fraction of 28 centigrays for beams of 0.5 to 4.9 mev,0.05
"imaging for interventional radiology or interventional cardiology procedure level 3, performed in an imaging room",0.05
"imaging for interventional radiology or interventional cardiology procedure level 8, performed in an imaging room",0.05
"imaging for interventional radiology or interventional cardiology procedure level 6, performed in an imaging room",0.05
"imaging for interventional radiology or interventional cardiology procedure level 4, performed in an imaging room",0.05
contrast medium injection supplement for hip arthrography,0.2
"complete venous radiological assessment of the lower limbs for complex venous pathology requiring multiple approaches, possible tourniquet applications, and imaging in different positions",0.05
"imaging for interventional radiology or interventional cardiology procedure level 20, performed in an imaging room",0.05
"imaging for interventional radiology or interventional cardiology procedure level 2, performed in an imaging room",0.05
supplement for imaging for interventional radiology procedure performed in the operating room,0.05
"imaging for interventional radiology or interventional cardiology procedure level 15, performed in an imaging room",0.05
radiological guidance,0.1
pre- and postoperative fixation or reduction device for maxillary or mandibular resection or graft,0.05
intraoperative injection supplement of radiological contrast agent into the biliopancreatic ducts for radiographic imaging,0.0
intraoperative intracarotid injection supplement of radiological contrast agent for arteriography,0.0
resuscitation package level a,0.0
"diagnostic and therapeutic management at the same time of a traumatic bone-joint, musculotendinous, or soft tissue lesion",0.1
supplement for intraoperative harvesting of saphenous vein autograft,0.0
supplement for suprapubic injection of contrast medium for cystography,0.0
"attempted angioplasty of a coronary vessel, subclavian artery, visceral or peripheral, in case of failure to cross the stenosis",0.0
contrast media injection supplement for retrograde urethrocystography,0.0
"imaging for interventional radiology or interventional cardiology procedure level 18, performed in an imaging room",0.05
hyperbaric treatment with doctor outside the chamber,0.05
supplement for use of individual restraints,0.0
dme and supplies,0.2
synovial fluid volume,0.25
osteoporosis evaluation,0.25
alclometasone,0.1
ketoconazole,0.05
knee joint cleaning by arthroscopy,0.65
ric phlebitis scale,0.0
chronic lymphocytic thyroiditis,0.05
elbow joint cleaning by arthroscopy,0.65
knee joint exploration by arthroscopy,0.25
cystic mastopathy,0.0
tomaculous neuropathy,0.1
obstructive chronic bronchitis,0.0
schwannomatosis,0.0
temporomandibular joint disorders,0.25
ankle joint exploration by arthroscopy,0.25
chronic interstitial cystitis,0.05
shoulder joint exploration by arthroscopy,0.25
wrist joint exploration by arthroscopy,0.45
Curvularia IgE,0.05
other congenital myopathy,0.0
special screening for osteoporosis,0.2
histiocytic sarcoma,0.0
type 1 diabetes with renal manifestations,0.05
other infectious tenosynovitis - leg,0.1
patellar tendinitis - leg,0.1
neurofibromatosis 2,0.0
primary sclerosing cholangitis,0.05
lupus anticoagulent screen,0.1
congenital neutropenia,0.05
postphlebitic syndrome,0.05
myocardial antibody titer,0.1
chronic eosinophilic pneumonia,0.05
diaphragmatic paralysis,0.05
epidural steroid injection,0.2
macular neuropathy,0.05
chronic cough,0.05
measles interpretation,0.0
wrist joint replacement,0.65
cervical cancer,0.0
mtx methotrexate,1.0
acute gastritis,0.0
pain management,0.3
skin care,0.1
chronic venous hypertension,0.05
conductive hearing loss,0.05
portal hypertension,0.05
pancreatic cancer,0.0
dysuria,0.05
uveitis interpretation,0.25
cough assist,0.05
diabetes mellitus,0.0
antitumor agents,0.1
perinatal jaundice,0.0
screening mammography,0.0
colon cancer,0.0
ankle joint replacement,0.3
carcinoid syndrome,0.0
oxygen therapy,0.1
pulmonary embolism,0.05
gastrointestinal complications,0.2
oral care,0.1
difficulty swallowing,0.1
pain location,0.2
amphetamine quantitative,0.0
physician interpretation,0.0
pain control,0.25
creatinine vein,0.05
pressure support ventilation,0.05
nutritional counseling,0.2
transfusion reaction study,0.05
typhoid vaccine,0.0
integrilin,0.1
darolutamide,0.0
secobarbital,0.0
clidinium,0.0
optic atrophy,0.05
laparoscopic cholecystectomy,0.0
amyloid beta 40,0.05
colorectal cancer,0.0
chest pain,0.1
seminal zinc,0.0
proliferative lymph study,0.1
cannabis use disorder,0.05
encephalopathy interpretation,0.05
measles immunoglobulin g,0.0
hepatitis b vaccine,0.0
acquired hypothyroidism,0.05
education readiness,0.05
latent tuberculosis,0.05
acute cough,0.05
appendiceal conditions,0.0
persistent vomiting,0.05
torsion dystonia,0.05
bone marrow pathology,0.1
organic chemistry,0.0
other specified gastritis,0.0
antinuclear antibody titer test,0.75
antinuclear antibody test,0.75
glycosylated ferritin,0.1
antinuclear antibody enzyme immunoassay screen,0.65
cytotoxic t cells,0.2
cluster of differentiation 19 cells,0.1
antinuclear antibody with indirect immunofluorescence assay staining pattern,0.75
anti-histone antibody,0.25
antinuclear antibody titer by immunofluorescence assay,0.65
antinuclear antibody pattern test,0.65
qualitative antinuclear antibody test,0.75
antinuclear antibody screen by indirect immunofluorescence assay,0.65
antinuclear antibody titer test by quest diagnostics,0.75
cluster of differentiation 16 positive/cluster of differentiation 56 percentage,0.05
"antinuclear antibody, qualitative test",0.65
effient,0.1
monoclonal spike 2,0.1
anti-smith antibody,0.85
pharmacy,0.1
centromere b antibody test,0.25
total t lymphocytes,0.1
sjã¶grens syndrome b antibody,0.65
central line,0.0
ivf with icsi,0.0
carcinological histopathological examination of a partial hepatectomy specimen,0.0
neopterin,0.1
pre-compression ai,0.0
borrelia burgdorferi 39kd igm,0.05
Cells.CD58/100 cells,0.05
point of care protein concentration,0.1
clarity,0.95
sulfacetamide / sulfur,0.1
cells.cd3/100 cells,0.05
Pneumocystis jiroveci DNA,0.05
"skin graft for burns on both hands, covering less than 1.25% of the body surface area.",0.0
haloperidol (haldol),0.0
fact viii inhib ppp-acnc,0.1
decanted all received pvt,0.0
=caspofungin,0.0
"indeterminate serology, acute dengue infection",0.0
homogenous nuclear ab pattern,0.25
glucose tolerance fasting (do not order alone),0.05
adp 10 µm,0.0
8th century,0.0
phosphate serpl-scnc,0.05
repair of an anterior hemisection of the wrist with complete hand ischemia,0.05
tranexamic acid,0.01
n.meningitidis pcr test,0.0
thrombin activity,0.05
protein commentary,0.05
igg on t lymphocytes (cmf),0.1
birt-hogg-dubé syndrome,0.0
total volume frozen,0.05
sex hormone binding globulin,0.05
platelet function (closure time),0.1
label-free analysis,0.0
technologist,0.0
plasma porphyrins,0.05
"placement of a transitional removable prosthesis with a resin base plate, including 4 teeth",0.05
conjugated estrogens topical,0.1
minocycline,0.25
epstein barr virus nuclear igg,0.05
cardiac arrest,0.0
"rosuvastatin+ezetimibe 10 mg+10 mg (twicor), tab",0.0
=ropivacaine0.2%,0.0
point of care oxygen saturation,0.05
adenovirus dna,0.05
urine culture and urinalysis,0.05
chlorpromazine hydrochloride 25 mg oral tablet,0.05
encounter for change or removal of surgical wound dressing,0.05
"pneumococcal 1, 3, 4, 5, 6a, 6b, 7f, 9v, 14, 18c, 19a, 19f, and 23f vaccine",0.05
"lateral suture of thoracic aorta wound, by thoracotomy without cpb",0.0
fosamprenavir,0.0
tracheostomy,0.0
pyruvate,0.01
oculomotor muscle transposition for substitution,0.05
ultrasound-guided percutaneous placement of breast marker,0.0
open reduction and internal fixation of forearm shaft fractures with elbow or wrist dislocation reduction,0.05
patient temperature,0.05
reaction base unit,0.05
dutasteride / tamsulosin,0.0
traumatic amputation,0.0
"eosinophil count, automated",0.1
self-inflicted injury by jumping from a height - collective establishment,0.0
low-density lipoprotein cholesterol risk interpretation,0.05
loan-to-value ratio,0.0
n. gonorrhoeae pcr test,0.0
urinary drug screen creatinine,0.05
restraint location_v2,0.0
fibrin+fibrinogen fragments,0.1
lamictal,0.0
absolute reticulocyte count,0.05
sorafenib,0.01
protein/creatinine ratio,0.1
benign mammary dysplasias,0.0
prior result,0.0
heparin level anti-xa assay control,0.05
"clindamycin, 150 mg capsule",0.05
calcitonin concentration,0.05
auto-crossmatch,0.0
schedule endometrial surgery,0.0
"silodosine 4 mg (arrow lab), capsule",0.0
nicotine,0.0
creatinine urine,0.1
perinatal disorders of digestive system,0.0
"gomenolated vaseline 5%, ointment",0.05
urea dialysis,0.05
hip disarticulation,0.05
la crosse virus igm,0.0
misc procedure (group:miscproc),0.1
"cytology, urine",0.05
"interpretation (opiates, urine) (group:iurop)",0.05
epinephrine collar,0.0
